6361,1.43506E+12,start,FATBOTSLIM,start,FATBOTSLIM,1000,2100,100
7140,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7141,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7142,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7143,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7144,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7145,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7146,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7147,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7148,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7149,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7150,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7151,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7152,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7153,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7154,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7155,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7156,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7157,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7158,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7159,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7160,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7161,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7162,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7163,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7164,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7165,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7166,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7167,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7168,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7169,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7170,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7171,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7172,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7173,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7174,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7175,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7176,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7177,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7178,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7179,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7180,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7181,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7182,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7183,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7184,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7185,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7186,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7187,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7188,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7189,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7190,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7191,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7192,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7193,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7194,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7195,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7196,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7197,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7198,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7199,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7200,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7201,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7202,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7203,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7204,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7205,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7206,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7207,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7208,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7209,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7210,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7211,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7212,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7213,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7214,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7215,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7216,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7217,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7218,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7219,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7220,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7221,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7222,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7223,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7224,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7225,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7226,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7227,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7228,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7229,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7230,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7231,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7232,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7233,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7234,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7235,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7236,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7237,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7238,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7239,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7240,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7241,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7242,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7243,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7244,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7245,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7246,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7247,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7248,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7249,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7250,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7251,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7252,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7253,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7254,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7255,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7256,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7257,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7258,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7259,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7260,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7261,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7262,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7263,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7264,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7265,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7266,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7267,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7268,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7269,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7270,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7271,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7272,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7273,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7274,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7275,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7276,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7277,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7278,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7279,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7280,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7281,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7282,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7283,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7284,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7285,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7286,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7287,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7288,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7289,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7290,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7291,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7292,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7293,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7294,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7295,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7296,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7297,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7298,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7299,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7300,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7301,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7302,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7303,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7304,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7305,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7306,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7307,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7308,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7309,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7310,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7311,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7312,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7313,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7314,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7315,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7316,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7317,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7318,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7319,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7320,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7321,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7322,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7323,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7324,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7325,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7326,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7327,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7328,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7329,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7330,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7331,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7332,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7333,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7334,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7335,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7336,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7337,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7338,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7339,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7340,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7341,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7342,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7343,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7344,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7345,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7346,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7347,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7348,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7349,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7350,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7351,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7352,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7353,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7354,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7355,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7356,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7357,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7358,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7359,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7360,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7361,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7362,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7363,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7364,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7365,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7366,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7367,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7368,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7369,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7370,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7371,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7372,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7373,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7374,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7375,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7376,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7377,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7378,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7379,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7380,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7381,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7382,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7383,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7384,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7385,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7386,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7387,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7388,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7389,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7390,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7391,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7392,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7393,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7394,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7395,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7396,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7397,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7398,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7399,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7400,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7401,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7402,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7403,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7404,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7405,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7406,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7407,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7408,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7409,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7410,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7411,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7412,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7413,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7414,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7415,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7416,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7417,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7418,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7419,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7420,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7421,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7422,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7423,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7424,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7425,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7426,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7427,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7428,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7429,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7430,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7431,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7432,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7433,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7434,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7435,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7436,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7437,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7438,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7439,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7440,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7441,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7442,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7443,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7444,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7445,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7446,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7447,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7448,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7449,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7450,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7451,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7452,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7453,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7454,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7455,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7456,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7457,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7458,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7459,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7460,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7461,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7462,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7463,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7464,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7465,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7466,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7467,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7468,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7469,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7470,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7471,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7472,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7473,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7474,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7475,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7476,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7477,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7478,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7479,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7480,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7481,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7482,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7483,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7484,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7485,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7486,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7487,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7488,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7489,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7490,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7491,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7492,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7493,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7494,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7495,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7496,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7497,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7498,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7499,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7500,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7501,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7502,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7503,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7504,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7505,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7506,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7507,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7508,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7509,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7510,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7511,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7512,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7513,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7514,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7515,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7516,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7517,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7518,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7519,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7520,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7521,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7522,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7523,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7524,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7525,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7526,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7527,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7528,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7529,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7530,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7531,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7532,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7533,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
